Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19162.02712,20133.92816,20786.346,21396.99262,22365.75966,23430.27863,24506.94916,26012.24388,27708.75798,29268.5361,31874.87805,33189.97396,34447.20532,34151.50115,35810.81132,37625.56171,41013.55144,43949.15933,46420.20168,44555.60814,45036.0998,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,61089.58342,61068.40586,67693.32643,74541.79924,,
Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18448.55264,19567.25333,20609.24068,21569.25027,23012.11229,24344.30047,26816.31384,28603.36705,28198.43177,30573.73422,36986.4942,37833.48041,38056.24043,38684.70968,42672.93753,47966.86401,54369.17665,56181.30457,62072.75399,55618.63376,58219.61435,62460.09082,65774.35207,67377.92623,66332.46144,60737.88681,59280.1992,64589.55592,70253.84637,70939.60552,67110.60457,86891.99649,121259.24,,
Nepal,NPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.5896774,884.6701939,915.9893641,947.9206425,1022.354503,1055.262707,1108.075712,1160.385628,1185.692931,1232.5876,1315.970632,1387.797809,1390.169491,1453.408173,1543.018878,1629.159253,1720.62604,1814.095163,1949.504079,2039.905054,2153.126406,2264.329511,2484.259958,2678.256056,2923.41058,2980.152302,2986.195676,3582.687679,3896.862911,4198.840645,4180.436985,4461.468785,4959.01855,,
Nauru,NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.658838,4004.879692,3785.901955,3626.457799,6112.706849,5784.692384,5755.290157,6426.368965,8465.943071,8795.198673,10090.95787,9404.410202,10032.5232,9359.986725,10134.27677,10976.39481,11418.55934,12126.58875,13021.39887,,
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14871.4551,14560.45005,14937.45431,15964.25624,17111.15052,17885.35371,18441.63455,19127.30041,19319.98356,20579.36592,21500.62929,22521.04094,23306.27954,23987.36889,25096.68588,25677.41908,27744.06172,29353.50063,29827.14255,30682.95388,31214.05109,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42204.74574,42507.42881,45215.69951,45256.26969,48555.55234,52547.01177,,
OECD members,OED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16684.95293,17315.18676,17943.61658,18421.68582,19233.23272,20003.18749,20884.71684,21831.42709,22417.53366,23284.00944,24716.26695,25485.457,26265.66206,27043.01072,28473.30092,29808.23523,31790.75452,33347.11226,34222.12659,33280.69272,34549.53382,35994.50715,36979.72836,38279.14067,39394.48788,40507.28038,41872.20547,43474.77339,45159.49722,47139.26493,46088.20071,50608.91731,55671.85774,,
Oman,OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26296.72474,27457.78167,29065.53625,30233.08178,31146.33148,32789.11578,33825.99725,35906.49134,36711.95949,36821.77077,39581.10022,41745.80645,41423.69968,40641.55946,41633.93375,43198.02195,46090.09979,48588.55876,52665.02527,55272.62223,53255.60642,50267.64686,50152.42241,47225.74742,44160.4976,35998.97541,33279.34639,33586.5001,37753.39859,37157.32204,35001.51468,38930.99384,42938.32309,,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10966.75203,11533.40217,12117.70432,12684.8738,14028.40043,14983.36786,16835.2277,18624.31519,20106.55891,20333.02774,22018.8787,23845.28819,25015.85679,25308.95796,25113.075,21402.29457,20906.62092,22400.53829,23743.40941,24292.18184,21637.18609,25360.74901,27903.86004,,
Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907.264372,2005.710257,2152.235009,2185.343213,2249.169897,2340.17633,2423.558556,2418.194144,2436.307813,2488.899437,2573.343898,2644.355982,2686.989143,2825.473775,3059.379251,3312.634684,3546.297194,3723.425065,3791.779822,3861.551969,3878.293285,3980.069899,4155.890783,4290.543886,4437.523196,4614.511883,4774.170521,4942.141195,5142.475332,5206.907165,5221.438545,5554.585701,6108.705615,,
Panama,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5267.726635,5834.792162,6324.913427,6688.991831,6884.278377,7007.769223,7278.379448,7725.094163,8219.359655,8491.168069,8745.173623,8819.342946,8980.525436,9361.077221,10138.78848,10996.59287,12087.46443,13646.45312,15000.63933,15009.32365,15789.82942,17624.98341,19639.79708,22090.76098,24545.03414,27409.24312,30427.09409,33628.22684,32473.08152,33229.49603,27022.63901,30895.83225,36169.48388,,
Peru,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351.985817,3467.91244,3456.711406,3650.292009,4105.180592,4416.124259,4537.799352,4826.262011,4776.20582,4834.647834,5000.778712,5076.387272,5373.09604,5647.669109,6027.773555,6548.048287,7198.505639,7961.296296,8791.258632,8881.925515,9664.271272,10400.94848,10685.11519,11207.52979,11427.38119,11504.34799,11963.33844,12479.964,12953.81755,13408.35324,12420.53547,14853.58058,16165.89653,,
Philippines,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.617282,2676.268341,2684.649051,2742.814371,2856.182745,2980.450136,3136.145174,3273.827161,3215.258639,3292.028743,3437.108698,3545.85068,3658.689755,3842.346618,4121.951561,4375.79507,4661.962613,5005.591016,5224.590999,5236.977571,5587.066137,5818.593668,6227.502045,6524.72245,6849.937686,7046.940393,7513.633698,7874.391183,8426.753323,8958.371064,8230.311614,8797.168712,9982.271246,,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631.958662,10429.31746,10958.27454,10794.10974,11606.34052,12491.99365,12963.79523,13760.69627,13396.34712,12778.30064,13159.73357,14566.68956,15334.54162,15193.89534,16460.48991,17880.5766,18022.44262,17594.99385,18244.40041,18554.50727,17323.4277,15572.7393,,,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.963812,1883.086723,2115.529062,2467.454428,2573.871539,2450.124711,2592.76739,2445.318473,2297.030108,2291.227116,2207.154102,2178.908925,2136.57377,2153.3938,2198.396023,2334.890552,2457.951525,2637.961804,2599.123255,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3967.016196,3957.928658,4115.37039,3951.24593,4014.285466,4432.789618,,
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180.985688,5920.677521,6188.891198,6555.735906,7035.257484,7680.088378,8275.189147,8934.978142,9487.685485,10040.89838,10673.47771,11123.00192,11804.26626,12289.14392,13354.06155,13896.79338,15152.24601,16806.65043,18303.35292,19239.37264,20887.20937,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,35487.911,36322.04376,40462.68871,46609.60626,,
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.864289,1500.950713,1544.842461,1548.847321,1537.054983,1572.222739,1652.334349,1758.192541,1874.888641,1945.987859,2057.726081,2135.371026,2195.837633,2110.363209,2388.1388,2529.002942,2690.319518,2846.132847,3000.196638,3066.837563,3208.359555,3316.97515,3380.08574,3525.113033,3619.851751,3444.48647,3441.285616,3537.755162,3723.291747,3883.466013,3757.486753,4022.221429,4373.549473,,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13408.70736,14081.62741,14962.9833,15894.66318,16757.25399,17722.43736,18258.49414,19299.55592,20478.15326,21776.69047,22935.20288,24879.21758,25465.67357,25965.87902,28989.62829,29346.92352,29952.63636,30582.98731,30774.76017,30533.38344,30928.79093,31824.15484,32312.00721,32623.92785,32850.54176,32899.94215,32944.02359,32686.46159,34733.99555,37453.78841,36858.97918,40537.70882,45419.66608,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11771.91632,12730.94517,13173.16863,13193.73392,13568.92172,14396.84233,14916.44483,15785.79165,16686.94267,17718.15157,18879.05821,19530.67853,20356.6473,20852.24043,21478.42973,22725.27749,24682.56462,25738.93691,26665.8373,26458.1097,27257.22921,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,37845.20997,35874.78073,38783.01156,44484.29744,,
Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603.713225,5839.103263,5918.62483,6199.786713,6507.066713,6929.359744,7003.394967,7262.052984,7191.823537,7046.721298,6905.251941,6884.074506,6890.741252,7238.952804,7644.806732,7963.716614,8514.231358,9126.942685,9809.754936,9747.690257,10833.90104,11384.37218,10905.66123,12090.10845,12563.79094,12640.37762,13291.9381,13940.51796,14104.10159,14117.16509,14276.54557,15361.08475,16268.29584,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.900902,2301.603042,2268.342573,2530.032304,2851.449383,3052.078808,2782.160554,2514.878481,2178.701096,2469.183634,3013.3813,3371.513879,3354.098695,3485.041614,3712.204098,3950.2413,4120.271088,4494.731323,5214.648654,5287.847461,5381.63691,5769.982366,6062.232748,6106.64574,6215.816473,6508.448351,5956.286201,5663.121607,6149.280616,,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.456929,2745.441155,2928.380468,3040.372413,3213.461643,3370.846464,3510.338576,3467.383319,3506.643399,3708.655363,3678.545882,3762.684116,3865.12671,3962.71644,4191.864593,4359.691802,4532.522918,4602.711654,4726.7523,4667.409893,4837.628889,5058.730597,5269.453542,5533.575337,6198.949723,6600.368515,6757.245293,7091.479754,7257.174445,7278.599441,6439.342187,6216.092867,7353.663212,,
Post-demographic dividend,PST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18008.21644,18688.25517,19319.59409,19833.58729,20708.87913,21578.15491,22491.08151,23483.37357,24282.16786,25336.2644,26936.93642,27909.42101,28866.49783,29811.56093,31430.18276,32959.14468,35087.72037,36822.46494,37761.02554,36690.74542,38030.80479,39470.76379,40523.95424,41997.9102,43098.64549,44183.32523,45667.76628,47487.21482,49511.34609,51883.38875,50777.39664,55883.54323,61042.81399,,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88707.29419,89675.055,92911.48311,93630.20531,110286.9632,112073.1006,121877.5941,121689.4537,124470.952,125789.1041,143070.2105,157255.3942,163542.7845,159305.0206,144186.3038,99572.38841,85843.60103,93278.50414,102635.5875,101046.811,83154.14792,108865.1378,121124.3207,,
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5276.721848,4791.904597,4511.997118,4695.950093,4992.065629,5425.41597,5743.530665,5563.046699,5544.277996,5596.447063,5848.829378,6520.624545,7301.198621,7560.357047,8990.545992,9602.104759,11556.62425,13703.1931,16782.24008,16631.32122,17353.00784,18802.86193,19809.14669,19677.16126,20632.22127,21624.36792,23904.66195,26943.27737,29568.10669,33550.59066,34294.6609,37971.05455,43239.64299,,
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.75293,7857.815918,6862.383789,6419.509277,5734.410156,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,31203.38477,31759.08008,38971.23438,40813.22656,,
Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.9616045,544.9503991,576.8833853,525.6775906,313.6219139,512.6071182,498.3802661,505.5765441,539.1251664,563.7528253,617.0502397,675.0014272,762.2053673,776.223528,834.6164181,917.0578705,1005.430127,1081.88485,1193.270905,1242.704233,1315.144285,1412.598973,1453.258854,1511.30088,1677.186488,1780.472149,1864.727925,1963.392541,2117.701677,2324.646868,2270.438138,2705.844267,3061.123746,,
South Asia,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262.994205,1303.238922,1379.379925,1440.654032,1525.631056,1629.881948,1736.19446,1794.969791,1877.179782,2008.919456,2097.178587,2198.045698,2269.071424,2435.80828,2644.192058,2887.357268,3153.669234,3420.331327,3547.939471,3767.342095,4037.867377,4268.239073,4619.028326,4816.736925,5002.601285,5226.789623,5567.484357,5888.164596,6403.396274,6790.113312,6678.760384,7578.327096,8573.216592,,
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32478.02177,37109.45577,38036.45854,37190.87254,37113.66954,36924.24404,37555.2889,37601.5525,38104.05429,36236.23153,38164.99057,37612.28615,36239.67026,40172.81747,43572.48822,46012.76165,46862.72202,47129.53069,49106.00082,46624.80974,47999.00814,53049.873,54476.85566,53452.542,53704.80182,47405.67465,44695.46127,46419.02802,48892.70403,47149.17094,39824.6334,47754.43778,54854.51969,,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.96936,1658.638672,1779.886963,1874.171875,1887.276855,1989.10791,2093.830322,2457.360107,2534.319824,2586.206543,2732.028564,2892.32251,3030.687012,3198.496582,3360.796143,3558.002197,3789.271729,3985.380371,4086.007324,3876.257813,3954.468994,4293.562012,3896.465332,3910.753418,4470.135742,4421.750977,4684.094238,4465.09375,4422.369141,4123.92334,3525.555664,3420.451904,3532.217529,,
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.983462,1598.715033,1610.983489,1626.319342,1616.77567,1697.449733,1721.421846,1762.950057,1845.144716,1943.17985,2016.430921,2100.1589,2083.42887,2188.880041,2293.924038,2405.907614,2472.756369,2543.524756,2618.327075,2636.115311,2684.494063,2702.261062,2780.69458,2792.245834,2890.940791,3043.742895,3160.652225,3302.047465,3453.916823,3728.234533,3833.543863,4266.268752,4635.555728,,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23812.9761,25528.01351,27019.36501,30059.38906,33054.58648,35087.00902,36869.56203,39283.07853,37557.02522,39943.71835,43775.87265,43104.28273,45080.26634,48774.72472,54377.34385,58814.91445,64054.27086,68793.70978,67718.4183,66212.31751,75389.76818,80052.3915,82107.72709,83088.31854,84555.24461,87156.18738,89728.44795,95632.6188,103893.2819,105524.4727,101293.3487,128731.0112,138171.8835,,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.544687,1377.072984,1541.340634,1593.858395,1709.452721,1866.661005,1877.009841,1839.600458,1833.108233,1801.001716,1539.380286,1414.549848,1364.262744,1448.345137,1565.615678,1695.070985,1779.325441,1851.929713,1960.73484,1984.322048,2151.920456,2303.042989,2344.523477,2447.577162,2459.601194,2462.833156,2561.138317,2625.13453,2696.641017,2727.894532,2607.481827,2645.34556,2654.970328,,
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.5296794,799.2212024,673.8059082,700.2153992,698.1102178,654.3362325,674.3814405,637.2417174,649.2918644,641.7794039,683.3500873,617.6212588,749.9219154,804.2633009,850.3681806,891.0598544,937.0499156,1016.499938,1065.10659,1076.47129,1129.798036,1190.098461,1379.630021,1707.37517,1735.518815,1542.79201,1608.408489,1555.269602,1622.058754,1623.650984,1587.263503,1623.975624,1759.740904,,
El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873.395929,2963.114815,3190.212838,3407.498653,3603.846481,3816.624723,3884.96354,4044.227771,4167.939501,4289.797836,4410.68214,4527.223942,4652.093194,4805.717018,4971.347934,5262.808107,5663.658591,5914.687714,6133.674524,6019.908953,6200.239767,6542.94498,6656.875002,7038.923207,7447.433763,7873.397416,8388.369047,8889.222788,9120.85803,9666.802079,9309.349991,10860.24788,11885.26017,,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44776.7316,47910.60172,52165.78583,53658.77317,56843.35565,56596.02823,58623.52918,61871.18163,64439.64094,67933.92514,73713.83913,73952.63184,65973.61114,62015.69867,56456.30009,51795.74785,50398.18857,51746.10374,51199.77349,51884.11651,52107.56311,55044.48387,58259.27524,56445.22682,65717.89155,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.071314,1289.900675,1527.734191,1647.457428,1735.091227,1635.764473,1690.241124,1562.087791,1461.968792,1554.523364,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826.354801,5227.771188,5717.183721,5997.389106,5528.714115,6019.864891,6483.9243,7364.657845,7646.197422,8487.783886,9181.688301,10209.15537,11238.76979,12632.11742,12533.56776,12796.06589,13746.88482,13933.82515,14629.02582,14659.61688,14928.35584,15858.01206,16611.01769,17717.92959,19688.93104,20066.38165,22575.4211,25061.84798,,
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786.311455,1808.130386,1799.093645,1784.55542,1795.949437,1849.434162,1928.997864,1995.367425,2016.698804,2039.69962,2103.953505,2185.39727,2293.518069,2373.206324,2528.733843,2692.029286,2865.306071,3039.487041,3172.612856,3198.296197,3333.743612,3456.057206,3452.246292,3592.140403,3757.985351,3754.477413,3786.185558,3839.582174,3926.24916,4079.744486,4003.000192,4282.250715,4637.82932,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2884.610804,2915.534161,2957.196538,2730.005127,1424.621989,1927.251416,1375.423645,1145.938328,,,,,,,,,
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.276474,1809.13738,1800.192843,1785.752462,1797.102768,1850.581921,1930.264904,1996.800511,2018.147511,2041.15835,2105.474935,2186.866887,2294.974668,2374.54883,2530.018919,2693.451041,2866.878935,3041.214425,3174.253237,3199.852188,3335.339896,3457.829447,3454.034364,3593.920122,3759.960479,3756.41727,3788.288265,3841.759667,3928.430806,4082.011427,4004.929971,4284.067811,4639.847969,,
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10156.46535,10649.5975,11180.49327,11771.5188,12910.47439,13773.84284,15401.68179,16893.49334,18094.59716,18180.43961,19517.6237,20982.00393,21948.74453,22249.35448,22221.77928,19434.7807,19049.28442,20340.57089,21460.17684,21978.58655,19610.06164,22835.87508,25510.90977,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899.181462,1945.92068,2094.059286,2170.793147,2328.155042,2549.00569,2647.407323,2797.738517,2841.31498,2852.886921,2908.025535,2687.776045,2936.477862,3221.405557,3158.373545,3304.245261,3418.70206,3919.457675,4629.300248,5116.158903,5703.248243,5993.985244,,
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6487.968534,6835.070577,6959.573054,6602.279332,6904.323288,6920.250285,6967.584904,7341.980587,7449.610864,7310.938036,7497.480531,7850.773452,8059.59138,8595.719644,9449.316872,10072.75834,10863.02299,11595.30412,12169.23295,12474.99731,13129.33464,14030.2129,15307.95876,16318.17811,16763.39164,16720.43007,14632.24542,17751.68134,18029.84868,19951.60881,17093.50965,18447.33994,20061.29707,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7171.259934,7465.974373,8066.746523,8691.707157,9404.188276,10084.27649,10622.9386,10714.17713,11378.00998,12389.63934,13312.20331,14181.90343,15226.77002,16639.39412,18913.92565,21227.21026,23725.85776,23079.91504,25398.60969,26258.82863,26994.05775,28019.05884,29029.07823,30054.12184,29737.5708,30142.36745,31369.79883,33943.34988,34999.65414,37794.99988,41013.38981,,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13618.50466,14303.31738,15279.96224,16055.9509,17083.25172,18003.51986,18953.78586,20241.52568,21113.55613,22761.58358,23852.64304,25720.28081,27576.40097,29604.29147,27536.94789,27822.07468,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36507.55304,38971.82412,42747.96211,42040.90906,46502.09789,51281.85751,,
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20411.16668,20717.90211,20822.0527,20754.40744,21874.64471,23090.7169,23925.73969,24801.24168,25887.65633,27471.55827,29622.03848,29936.44566,30926.5056,31816.62104,33859.57319,34244.46502,37729.92771,40914.43737,42158.2957,40278.27863,42216.61741,44608.58026,45432.43197,46312.39238,47184.66913,49103.13343,50430.25282,51947.95425,53521.63064,57229.77675,57690.32446,63375.04465,68178.03037,,
Eswatini,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3384.645083,3417.824698,3470.212733,3554.147754,3716.075321,3977.766839,4119.757399,4246.049904,4342.432845,4474.756292,4601.886069,4705.425697,4943.393226,5197.04913,5493.801645,5971.67025,6489.393834,6920.100347,7072.527565,7196.137852,7524.310394,7814.518442,8076.337181,8567.039897,8715.031268,8792.214728,8750.877727,8519.584386,8640.083598,9024.732082,9077.231977,10202.50967,10887.04634,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35658.38971,37440.7337,40719.20517,35913.24881,35434.00711,42344.54284,43032.62394,42915.27151,42749.41288,40448.26772,44371.95851,37704.37572,39465.62508,46189.37558,,
Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8956.92487,9389.535732,10245.25382,11022.00449,10694.162,10811.24818,11933.51396,13460.63714,13677.8833,13855.4568,14640.73291,14617.78292,14573.21745,14145.11009,14163.15328,15849.18119,17506.95015,19476.32022,18881.76011,18459.03339,18984.87945,21787.52045,22273.48554,22497.37738,24984.50135,24707.62786,26798.94635,28008.88109,28557.18795,30124.55365,26585.03568,25938.24565,25057.82588,,
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306.572146,3499.576005,3546.658875,3507.092391,2914.530559,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22996.43067,20643.90335,20944.40399,22502.6427,24056.90516,25624.36791,25730.25874,26429.69764,27264.14406,19710.63495,21232.68352,23825.66681,,
Chad,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.9143997,772.5010987,818.0578822,689.9750584,759.1079325,750.9123715,747.7881572,776.6585527,811.8594545,789.735094,773.6499304,854.3746237,909.4612937,1022.523506,1342.190968,1560.653018,1562.907046,1602.449609,1626.031801,1646.509959,1828.677828,1804.062929,1743.380252,1584.978415,1697.79972,1852.303383,1702.25603,1626.980402,1691.461547,1846.974784,1623.25785,1764.348076,1871.581294,,
East Asia & Pacific (IDA & IBRD countries),TEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.426555,1617.072453,1797.298133,2003.426874,2225.665229,2457.5888,2688.377001,2882.631682,2904.350783,3083.183255,3350.235915,3613.117379,3914.342282,4293.593391,4752.91111,5319.145731,6004.430681,6836.403473,7481.67841,8027.057753,8835.923809,9688.151741,10535.57374,11180.56664,11749.34276,12133.54859,12727.73415,13485.95197,14585.59966,15660.08195,15967.85971,17899.50729,19806.87767,,
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6918.257813,6721.384353,6266.837555,6110.575604,5652.063196,5734.763321,5869.818164,6138.358604,5768.0382,5974.115551,6618.770639,6996.657813,7511.488654,8201.95676,9147.370724,10162.79734,12012.44897,13406.22366,15279.85399,14889.44685,15923.69546,17516.30442,18517.56988,19791.83017,20230.74395,20023.51524,20596.47943,21923.39991,23476.99832,25303.12132,25730.18329,29876.50884,32912.09142,,
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.240353,1142.014173,1089.859139,953.7327363,1116.150868,1175.275469,1253.818456,1412.225991,1355.218375,1368.020987,1349.223978,1353.840281,1390.764185,1474.581166,1460.492289,1399.200292,1439.60452,1419.265923,1462.552393,1509.473774,1574.421862,1656.16195,1686.667851,1758.620665,1848.68634,1927.448649,1982.611983,2037.193476,2121.551357,2273.800293,2448.207612,2678.831608,2964.151461,,
Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4410.624118,4873.125264,5307.676505,5796.636691,6302.902066,6862.213721,7286.400698,7116.004533,6565.351326,6884.527656,7281.412781,7631.319331,8153.46134,8835.846909,9564.791425,10198.16013,10952.19941,11769.52507,12111.37185,12018.17363,12988.92968,13284.11978,14675.63356,15274.23201,15421.41557,15846.52316,16730.94104,17638.27731,18942.10976,20023.44571,19208.02261,20253.35479,22212.73013,,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573.403809,2409.956529,1719.152595,1455.428266,1152.509408,1011.035095,840.6428574,857.9308513,907.7840103,949.5813386,1037.940571,1138.362831,1254.931486,1392.633868,1547.459263,1671.472877,1810.151505,1967.564156,2123.474867,2177.629401,2299.875848,2468.581349,2698.498687,2947.296963,3189.275646,3017.281199,2960.714914,3071.228605,3129.355661,3531.479132,3732.873708,4074.560223,4614.411143,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5377.655859,5162.62799,4370.432326,4422.498616,3643.921755,3376.021218,3604.658325,3202.21016,3415.071547,3972.272296,4220.621266,4439.092931,4458.432461,4635.825383,4935.246741,5675.739801,6403.447605,7200.813412,8293.641207,8717.714297,9475.02067,10901.52652,11742.74786,12522.40437,13384.50346,13705.59323,14001.34218,14476.84884,15767.28838,17100.09479,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6257.65125,6582.047848,6808.284812,6998.613702,7360.910273,7482.16111,7762.696757,8185.549489,8358.738938,8347.252187,8722.455468,8841.018801,8873.348599,9111.242424,9789.848161,10423.92186,11334.98675,12145.40705,12771.42637,12540.38229,13340.47115,14235.82625,14550.10525,15030.65471,15349.99197,15145.21647,15404.65201,16045.72297,16719.82965,17110.96975,16449.39195,18392.09761,20505.77713,,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.976178,1472.110534,1369.318105,1340.69433,1354.038225,1403.57207,1352.102682,1493.943968,1657.533596,1798.687748,1948.212121,2060.820607,2380.282119,2559.712583,2852.795626,3115.42829,3426.313591,3516.031277,3624.655277,4617.02641,6254.998598,6970.000221,5838.225072,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4695.96444,5054.646392,5286.321377,5382.262898,5458.715735,5607.377444,5956.675951,6160.411359,6513.983402,6791.659462,7254.948712,7480.207438,7717.863593,7884.419505,8567.726245,9034.966821,9609.825859,10282.74044,10632.08598,10738.54302,11212.88065,11218.25121,11441.62613,11309.20373,10987.03783,10344.92563,10429.80603,10898.44184,11384.04665,11334.31509,11466.20332,12164.98067,13437.07822,,
